"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","ScrollControls > renders scroll-to-top-btn with correct data-testid","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","1","hnb scraper > skips debit-only offers","","2026-05-20","passed","2026-05-20","","crawler/scrapers/hnb.test.ts","crawler/scrapers/hnb.test.ts",""
"","3","AdUnit > returns null when NEXT_PUBLIC_ADSENSE_PUBLISHER_ID is not set","","2026-05-20","passed","2026-05-20","","src/components/ads/AdUnit.test.tsx","src/components/ads/AdUnit.test.tsx",""
"","16","boc scraper > extracts description from .description div","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","10","FilterBar > renders the filter drawer trigger button","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterBar.test.tsx","src/components/filters/FilterBar.test.tsx",""
"","0","parseDiscount > returns other for null/undefined input","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","4","HeroSearch > no hardcoded suggestions rendered on mount — dropdown is not shown on initial render","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","7","OfferCard > applies grayscale styling to expired offers","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","3","middleware — rate limiting > returns 429 for /api/search when rate limit is exceeded","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","0","buildHtmlTable > includes data-testid attributes for table elements","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","1","GET /api/offers > returns total from Atlas Search count pipeline when q is provided","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","3","useFilterPresets > non-array JSON in localStorage falls back to empty array","","2026-05-20","passed","2026-05-20","","src/hooks/useFilterPresets.test.ts","src/hooks/useFilterPresets.test.ts",""
"","16","FilterBar > shows no active-filter chips even when filters are active","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterBar.test.tsx","src/components/filters/FilterBar.test.tsx",""
"","2","amex scraper (HTTP) > TC1: BankSchema accepts ""amex_ntb""","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","13","ntb scraper > HTTP path > AC1/AC2: returns valid OfferInput objects when HTTP succeeds","","2026-05-20","passed","2026-05-20","","crawler/scrapers/ntb.test.ts","crawler/scrapers/ntb.test.ts",""
"","57","SearchDrawer > hides popular searches and shows results section when isActive","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","49","SearchDrawer > opening the drawer reveals popular search chips","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","37","SearchDrawer > AC5 — shows at most 6 category chips (top 6 by count)","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","38","SearchDrawer > shows no-results message inside drawer when results are empty","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","35","SearchDrawer > clicking a drawer result navigates and closes drawer","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","1","peoples_bank scraper > returns empty array when page has no parseable offers","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","0","Mobile Performance SLA — spec 018 > .lighthouserc.json (AC1) > uploads to temporary-public-storage target","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","3","peoples_bank scraper > extracts validFrom and validUntil from a date range","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","1","GET /api/offers > includes fuzzy config in $search stage for terms of 4+ characters","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","0","amex scraper (HTTP) > returns empty array when category pages have no offer cards","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","9","AdUnit > renders ins element with correct ad-client and ad-slot","","2026-05-20","passed","2026-05-20","","src/components/ads/AdUnit.test.tsx","src/components/ads/AdUnit.test.tsx",""
"","16","useFilterPresets > returns empty array initially before mount reads storage","","2026-05-20","passed","2026-05-20","","src/hooks/useFilterPresets.test.ts","src/hooks/useFilterPresets.test.ts",""
"","3","GET /api/offers > passes offerType filter to OfferModel.find","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","9","DateFilter > shows placeholder text when no dates are set","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
"","43","build-dashboard-index (Feature 025 — AC5) > index.html shows lighthouse-unavailable placeholder when no lighthouse dir","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","7","PaginationControls > prev link points to page 1 (no param) when on page 2","","2026-05-20","passed","2026-05-20","","src/components/layout/PaginationControls.test.tsx","src/components/layout/PaginationControls.test.tsx",""
"","0","expireStaleOffers > excludes active offer titles from the expiry filter","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","6","upsertOffers > skips an offer and increments skipped when DB throws","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","3","amex scraper (HTTP) > extracts offers from category pages","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","0","GET /api/categories > AC2 — returns 200 with { data: [] } when dbConnect throws","","2026-05-20","passed","2026-05-20","","src/app/api/categories/route.test.ts","src/app/api/categories/route.test.ts",""
"","9","GET /api/offers/[id] > returns 500 when findById throws an unexpected error","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","1","Mobile Performance SLA — spec 018 > .lighthouserc.json (AC1) > exists at repo root","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","74","FilterDrawer > renders the filter drawer trigger button","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","0","Mobile Performance SLA — spec 018 > .lighthouserc.json (AC1) > has Performance score assertion with minScore: 0.70 (AC1, AC3)","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","11","GET /api/offers > passes bank filter to OfferModel.find","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","1","GET /api/offers > uses aggregate() not find() when q is provided (Atlas Search path)","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","4","FilterPresetChips > delete button calls deletePreset (AC5)","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterPresetChips.test.tsx","src/components/filters/FilterPresetChips.test.tsx",""
"","49","OfferGrid > does not inject grid ad unit when there are fewer than 9 cards","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","2","GET /api/offers > combines minDiscount and maxDiscount into a range filter","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","26","SearchDrawer > jump chips are still visible while showing results","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","12","DateFilter > shows clear button when activeTo is set","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
"","12","FilterPresetChips > renders a chip for each preset","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterPresetChips.test.tsx","src/components/filters/FilterPresetChips.test.tsx",""
"","3","GET /api/offers/[id] > serialises _id as a string","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","5","GET /api/offers/[id] > serialises null for missing date fields","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","0","upsertOffers > returns zero counts for an empty offers array","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","11","boc scraper > parses multiple offers from a single category page","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","0","checkInpBudgets > ignores steps where INP audit is missing (no numericValue)","","2026-05-20","passed","2026-05-20","","scripts/lhci-user-flow.test.ts","scripts/lhci-user-flow.test.ts",""
"","3","GET /api/offers > returns the offer fields including offerType and discountPercentage","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","3","HeroSearch > clear button is not visible when input is empty","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","3","middleware — rate limiting > sets X-RateLimit-* and Retry-After headers on a 429 response","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","0","resolveMerchantDomain — curated map > resolves case-insensitively (normalises name)","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","66","ThemeToggle > renders after mount with data-testid='theme-toggle'","","2026-05-20","passed","2026-05-20","","src/components/layout/ThemeToggle.test.tsx","src/components/layout/ThemeToggle.test.tsx",""
"","224","FilterDrawer > AC4 — hides skeletons after loading completes","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","64","FilterPresetChips > renders chips after mount (client-side only)","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterPresetChips.test.tsx","src/components/filters/FilterPresetChips.test.tsx",""
"","0","resolveMerchantImage returns Brandfetch URL (AC4) > returns undefined when Brandfetch response has no logos","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","5","AdUnit > uses provided format","","2026-05-20","passed","2026-05-20","","src/components/ads/AdUnit.test.tsx","src/components/ads/AdUnit.test.tsx",""
"","65","SavePresetPopover > calls onSave with name and filters on confirm","","2026-05-20","passed","2026-05-20","","src/components/filters/SavePresetPopover.test.tsx","src/components/filters/SavePresetPopover.test.tsx",""
"","3","peoples_bank scraper > extracts validUntil date from 'valid till DD Month YYYY'","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","0","buildHtmlTable > shows '✅ success' for successful runs and '❌ failure' for failed runs","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","85","OfferGrid > injects grid ad unit after the 8th card when ADSENSE_ENABLED is true","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","8","HeroSearch > renders suggestion chips","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","0","parseDiscount > classifies fixed cash amount offers","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","42","SearchDrawer > shows 'See all' link when total > results shown","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","0","parseDiscount > classifies cashback without percentage","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","0","parseDiscount > classifies UK-spelling 'instalment' variants as installment","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","50","ScrollControls > renders scroll-to-grid-btn with correct data-testid","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","9","HeroSearch > clicking clear button removes ?q= from URL while keeping other params","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","15","DateFilter > renders the Date Range section label","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
"","1","amex scraper (HTTP) > TC4: HTTP error → returns [] and does not throw","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","10","HeroSearch > clicking a result opens the original offer URL in a new tab","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","7","ScrollControls > buttons have correct data-testid attributes (AC5, AC6, AC7)","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","42","build-dashboard-index (Feature 025 — AC5) > index.html contains GitHub Actions badge <img> tags","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","249","FilterDrawer > shows bank filter options when drawer is open","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","0","upsertOffers > counts as updated when createdAt is much earlier than updatedAt (AC4)","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","14","ThemeToggle > cycles from system → light on first click","","2026-05-20","passed","2026-05-20","","src/components/layout/ThemeToggle.test.tsx","src/components/layout/ThemeToggle.test.tsx",""
"","6","ntb scraper > Crawlee fallback path > returns [] when Crawlee throws","","2026-05-20","passed","2026-05-20","","crawler/scrapers/ntb.test.ts","crawler/scrapers/ntb.test.ts",""
"","0","extractMaxPercentage > handles decimal percentages","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","0","parseDiscount > classifies EasyPay / easy payment variants as installment","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","1","GET /api/offers > returns 200 when activeFrom and activeTo are valid ISO dates","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","14","HeroSearch > shows dropdown with results when hook returns isActive=true","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","39","build-dashboard-index (Feature 025 — AC5) > index.html contains link to allure-e2e report","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","0","composite setup action (AC1) > composite run steps have explicit shell: bash","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","3","AdUnit > defaults to auto format","","2026-05-20","passed","2026-05-20","","src/components/ads/AdUnit.test.tsx","src/components/ads/AdUnit.test.tsx",""
"","0","ci.yml jobs reference composite setup action (AC2) > deploy job uses actions/checkout then ./.github/actions/setup","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","2","hnb scraper > filters correctly when mixing credit and debit promotions","","2026-05-20","passed","2026-05-20","","crawler/scrapers/hnb.test.ts","crawler/scrapers/hnb.test.ts",""
"","5","GET /api/health > returns 200 with { status: 'ok', db: 'connected' } when DB is ready","","2026-05-20","passed","2026-05-20","","src/app/api/health/route.test.ts","src/app/api/health/route.test.ts",""
"","6","SearchDrawer > drawer is closed by default — input not visible","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","2","GET /api/offers/[id] > serialises date fields to ISO strings","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","0","Mobile Performance SLA — spec 018 > ci.yml — Lighthouse CI step (AC2) > upload artifact step uses if: always() (AC4)","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","27","SearchDrawer > shows skeleton chips while categories are loading","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","7","OfferCard > shows description when offer has one","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","4","peoples_bank scraper > falls back to parsing heading elements","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","6","hnb scraper > throws when API returns unexpected status","","2026-05-20","passed","2026-05-20","","crawler/scrapers/hnb.test.ts","crawler/scrapers/hnb.test.ts",""
"","0","ci.yml jobs reference composite setup action (AC2) > ci.yml has no inline actions/setup-node steps outside composite action","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","2","middleware — rate limiting > falls back to ""anonymous"" when x-forwarded-for is absent","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","1","parseDiscount > classifies percentage discounts","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","1","GET /api/offers > hides expired offers by default","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","4","useFilterPresets > reads presets from localStorage on mount","","2026-05-20","passed","2026-05-20","","src/hooks/useFilterPresets.test.ts","src/hooks/useFilterPresets.test.ts",""
"","15","HeroSearch > typewriter cycles through phrases using fake timers","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","0","buildClearbitUrl > builds a Google favicon URL from a known merchant","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","65","OfferGrid > does not inject grid ad unit when ADSENSE_ENABLED is false","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","11","HeroSearch > pressing Escape closes the dropdown","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","2","resolveMerchantDomain — curated map > resolves exact match for known Sri Lankan merchant","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","9","OfferCard > shows a category icon fallback when no logo URL","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","30","OfferCard > shows expiry badge when offer expires within 7 days","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","0","Mobile Performance SLA — spec 018 > ci.yml — Lighthouse CI step (AC2) > Lighthouse step appears before Promote to production step","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","2","upsertOffers > counts as inserted when createdAt ≈ updatedAt (AC3)","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","72","SavePresetPopover > renders the save filters button","","2026-05-20","passed","2026-05-20","","src/components/filters/SavePresetPopover.test.tsx","src/components/filters/SavePresetPopover.test.tsx",""
"","7","OfferCardSkeleton > renders expanded skeleton variant","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCardSkeleton.test.tsx","src/components/cards/OfferCardSkeleton.test.tsx",""
"","4","GET /api/offers > builds date filter for activeOn","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","1","peoples_bank scraper > returns empty array on HTTP error without throwing","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","5","ScrollControls > scroll-to-top button calls window.scrollTo on click","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","1","GET /api/offers > passes bank filter via $match stage alongside Atlas Search","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","2","buildHtmlTable > contains all 5 workflow labels","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","0","parseDiscount > classifies cashback offers and extracts percentage","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","1","GET /api/offers > does not include fuzzy config for short terms (< 4 characters)","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","53","SavePresetPopover > calls onSave on Enter key press","","2026-05-20","passed","2026-05-20","","src/components/filters/SavePresetPopover.test.tsx","src/components/filters/SavePresetPopover.test.tsx",""
"","0","GET /api/categories > AC2 — returns 200 with { data: [] } when DB throws","","2026-05-20","passed","2026-05-20","","src/app/api/categories/route.test.ts","src/app/api/categories/route.test.ts",""
"","6","peoples_bank scraper > parses offer title and merchant from .promotion-card tiles","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","369","FilterBar > filter by bank calls router with correct bank param","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterBar.test.tsx","src/components/filters/FilterBar.test.tsx",""
"","14","GET /api/offers/[id] > returns 200 with { data: Offer } for a valid id that exists","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","1","middleware — rate limiting > passes an allowed request through with status 200","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","0","dashboard.yml permissions (AC5) > build-dashboard job has actions: read permission","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","20","GET /api/offers > returns 200 with data and pagination by default","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","1","GET /api/offers/[id] > returns 400 for an invalid ObjectId string","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","116","OfferGrid > renders the offer grid when offers are present","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","2","GET /api/offers > builds discountPercentage $lte filter for maxDiscount","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","0","ci.yml deploy job has no Atlas warmup health ping (AC3) > deploy job does not contain curl to /api/health","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","2","GET /api/offers > passes category filter to OfferModel.find","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","4","SearchBar > shows clear button when query is non-empty","","2026-05-20","passed","2026-05-20","","src/components/filters/SearchBar.test.tsx","src/components/filters/SearchBar.test.tsx",""
"","45","SearchDrawer > shows loading state inside drawer while fetching","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","3","resolveMerchantImage — Brandfetch fallback (AC2) > calls Brandfetch when Clearbit HEAD returns non-2xx","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","1","sampath scraper > handles top-level array response shape","","2026-05-20","passed","2026-05-20","","crawler/scrapers/sampath.test.ts","crawler/scrapers/sampath.test.ts",""
"","8","DateFilter > shows formatted range when both dates are set","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
"","10","SearchDrawer > shows the Ctrl+K keyboard hint","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","8","GET /api/ping > returns { ok: true } when dbConnect succeeds","","2026-05-20","passed","2026-05-20","","src/app/api/ping/route.test.ts","src/app/api/ping/route.test.ts",""
"","4","HeroSearch > clicking 'Hotels' chip navigates with q=hotel","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","1","GET /api/offers > builds validFrom.$lte filter for activeTo","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","31","SearchDrawer > AC6 — hides the jump-category-section when API returns empty","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","48","SearchDrawer > AC5 — category chips set correct URL params on click","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","2","ntb scraper > HTTP path > falls through to Crawlee when HTTP listing is blocked","","2026-05-20","passed","2026-05-20","","crawler/scrapers/ntb.test.ts","crawler/scrapers/ntb.test.ts",""
"","17","peoples_bank scraper > returns array and all offers have bank=peoples_bank","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","7","HeroSearch > renders the example hint text","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","7","boc scraper > extracts discount label and sets offerType=percentage","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","0","parseDiscount > classifies interest-free phrasings as installment","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","0","resolveMerchantImage — existing logo (AC5) > returns existingUrl immediately without any fetch calls","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","41","build-dashboard-index (Feature 025 — AC5) > index.html contains link to allure-unit report","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","0","GET /api/categories > AC1 — includes the Cache-Control header","","2026-05-20","passed","2026-05-20","","src/app/api/categories/route.test.ts","src/app/api/categories/route.test.ts",""
"","0","Mobile Performance SLA — spec 018 > ci.yml — Lighthouse CI step (AC2) > contains lhci autorun command","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","4","ScrollControls > does not set up observer when IntersectionObserver is unavailable","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","1","GET /api/offers > returns 400 for invalid offerType value","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
